DEVELOPER_NUMBER,DEVELOPER_EN,REGISTRATION_DATE,LICENSE_SOURCE_EN,LICENSE_TYPE_EN,LEGAL_STATUS_EN,WEBPAGE,PHONE,FAX,LICENSE_NUMBER,LICENSE_ISSUE_DATE,LICENSE_EXPIRY_DATE,CHAMBER_OF_COMMERCE_NO
"2440","WUJOD REAL ESTATE DEVELOPMENT L.L.C","2025-07-21 07:35:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1528972","2025-07-18 00:00:00","2026-07-17 00:00:00",""
"2441","HOMEGA REAL ESTATE DEVELOPMENTS L.L.C","2025-07-21 14:09:32","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1253040","2023-10-27 00:00:00","2026-10-26 00:00:00",""
"2442","MISTER EMPEROR DEVELOPMENT L.L.C","2025-07-22 07:23:43","DUBAI ECONOMIC DEPARTMENT","","","","","","1530124","2025-07-21 00:00:00","2026-07-20 00:00:00",""
"2443","A M I S URBAN DEVELOPER L.L.C","2025-07-23 07:24:43","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1531791","2025-07-22 00:00:00","2026-07-21 00:00:00",""
"2444","1XL INFRA & REAL ESTATE DEVELOPMENT L.L.C","2025-07-23 07:35:14","DUBAI ECONOMIC DEPARTMENT","","","","","","1506861","2025-07-21 00:00:00","2026-07-20 00:00:00",""
"2445","EILDON HILLS REAL ESTATE DEVELOPMENT L.L.C","2025-07-23 11:20:22","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","958192","2021-06-07 00:00:00","2026-06-06 00:00:00",""
"2446","ARADA DEVELOPMENTS LLC - DUBAI BRANCH","2025-07-23 11:59:48","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1232961","2023-09-12 00:00:00","2025-09-11 00:00:00",""
"2447","BIN ZAYED INVESTMENTS (L.L.C)","2025-07-23 13:36:21","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-4-6859407","971-4-6859407","223301","1990-07-12 00:00:00","2026-07-11 00:00:00",""
"2448","ALBAB DEVELOPERS L.L.C","2025-07-25 07:36:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1532624","2025-07-24 00:00:00","2026-07-23 00:00:00",""
"2449","GABANI REAL ESTATE DEVELOPMENT L.L.C","2025-07-29 13:17:03","DUBAI ECONOMIC DEPARTMENT","","","","","","1532969","2025-07-29 00:00:00","2026-07-28 00:00:00",""
"2450","CALGARY AVENUE SOUTH REAL ESTATE DEVELOPMENT L.L.C","2025-07-31 07:18:32","DUBAI ECONOMIC DEPARTMENT","","","","","","1534035","2025-07-29 00:00:00","2026-07-28 00:00:00",""
"2451","SFJ REAL ESTATE DEVELOPMENT L.L.C","2025-07-31 11:23:46","DUBAI ECONOMIC DEPARTMENT","","","","","","1535113","2025-07-31 00:00:00","2026-07-30 00:00:00",""
"2452","PRESCOTT REAL ESTATE DEVELOPMENT L.L.C (BRANCH)","2025-08-01 07:11:18","DUBAI ECONOMIC DEPARTMENT","","","","","","1535713","2025-07-31 00:00:00","2026-07-30 00:00:00",""
"2453","ALFUTTAIM MALLS L.L.C","2025-08-04 07:25:50","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","657314","2011-07-28 00:00:00","2026-07-27 00:00:00",""
"2454","ESK INVESTMENTS - SOLE PROPRIETORSHIP L.L.C - DUBAI BRANCH","2025-08-04 11:18:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1534250","2025-07-31 00:00:00","2026-07-30 00:00:00",""
"2455","OPUL REAL ESTATE DEVELOPMENT L.L.C","2025-08-04 11:21:53","DUBAI ECONOMIC DEPARTMENT","","","","","","1530960","2025-08-01 00:00:00","2026-07-31 00:00:00",""
"2456","KIARA LUXE REALTY L.L.C S.O.C","2025-08-04 12:14:08","DUBAI ECONOMIC DEPARTMENT","","","","","","1535679","2025-08-04 00:00:00","2026-08-03 00:00:00",""
"2457","EMAAR MARINA L.L.C S.O.C","2025-08-05 07:14:49","DUBAI ECONOMIC DEPARTMENT","","","","","","1534268","2025-08-04 00:00:00","2026-08-03 00:00:00",""
"2458","BAKHT DEVELOPMENTS L.L.C S.O.C","2025-08-06 11:26:21","DUBAI ECONOMIC DEPARTMENT","","","","","","1532202","2025-08-01 00:00:00","2026-07-31 00:00:00",""
"2459","MAC REAL ESTATE DEVELOPERS L.L.C","2025-08-07 07:24:49","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1320999","2024-09-10 00:00:00","2025-09-10 00:00:00",""
"2460","IRTH URBAN THREE DEVELOPMENT L.L.C","2025-08-08 07:16:18","DUBAI ECONOMIC DEPARTMENT","","","","","","1537249","2025-08-07 00:00:00","2026-08-06 00:00:00",""
"2461","ERETZ DEVELOPERS L.L.C","2025-08-08 09:30:09","DUBAI ECONOMIC DEPARTMENT","","","","","","1537028","2025-08-07 00:00:00","2026-08-06 00:00:00",""
"2462","GRAMERCY REAL ESTATE DEVELOPMENT L.L.C","2025-08-08 10:18:33","DUBAI ECONOMIC DEPARTMENT","","","","","","1517935","2025-08-06 00:00:00","2026-08-05 00:00:00",""
"2463","VEHA ONE REAL ESTATE DEVELOPMENT L.L.C","2025-08-08 10:20:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1529019","2025-08-06 00:00:00","2026-08-05 00:00:00",""
"2464","DAMAC PRIME DEVELOPMENT L.L.C","2025-08-11 07:41:46","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-04-3731000","971-04-3732316","784109","2017-06-06 00:00:00","2026-06-05 00:00:00",""
"2465","EMPIRE PRIME REAL ESTATE DEVELOPMENT L.L.C","2025-08-11 09:14:57","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-4-3886944","","233649","1994-03-07 00:00:00","2026-03-06 00:00:00",""
"2466","MB RESIDENCES REAL ESTATE DEVELOPMENT L.L.C","2025-08-12 07:19:51","DUBAI ECONOMIC DEPARTMENT","","","","971|506321839","","1534859","2025-08-08 00:00:00","2026-08-07 00:00:00",""
"2467","PARK RESIDENCY REAL ESTATE DEVELOPMENT L.L.C","2025-08-12 10:45:23","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1461446","2025-02-12 00:00:00","2026-02-11 00:00:00",""
"2468","GHAITH ALAMAL FOR REAL ESTATE DEVELOPMENT L.L.C","2025-08-12 13:22:57","DUBAI ECONOMIC DEPARTMENT","","","","971-4-3965554","971-4-3966405","1530466","2025-08-12 00:00:00","2026-08-11 00:00:00",""
"2469","FRANKLIN REALTY REAL ESTATE DEVELOPMENT L.L.C","2025-08-13 09:16:13","DUBAI ECONOMIC DEPARTMENT","","","","","","1540055","2025-08-12 00:00:00","2026-08-11 00:00:00",""
"2470","MEEM HOMES PROPERTIES L.L.C","2025-08-13 11:04:34","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1337724","2024-05-16 00:00:00","2026-05-15 00:00:00",""
"2471","CORALBAY REAL ESTATE DEVELOPMENT L.L.C","2025-08-13 13:55:17","DUBAI ECONOMIC DEPARTMENT","","","","","","1539664","2025-08-12 00:00:00","2026-08-11 00:00:00",""
"2472","DUKE PROPERTIES L.L.C","2025-08-14 13:31:19","DUBAI ECONOMIC DEPARTMENT","","","","","","1477672","2025-08-13 00:00:00","2026-08-12 00:00:00",""
"2473","CENTURION OASIS DEVELOPER L.L.C","2025-08-15 10:50:14","DUBAI ECONOMIC DEPARTMENT","","","","","","1532104","2025-08-14 00:00:00","2026-08-13 00:00:00",""
"2474","OCTA DEVELOPMENT L.L.C","2025-08-18 07:25:59","DUBAI ECONOMIC DEPARTMENT","","","","","","1540884","2025-08-15 00:00:00","2026-08-14 00:00:00",""
"2475","ESSA BOKHOWA PROPERTIES L.L.C","2025-08-18 07:34:50","DUBAI ECONOMIC DEPARTMENT","","","","","","1535775","2025-08-15 00:00:00","2026-08-14 00:00:00",""
"2476","Siroya Ventures Star Real Estate Developers L.L.C","2025-08-18 12:35:38","DUBAI ECONOMIC DEPARTMENT","","","","","","1535626","2025-08-18 00:00:00","2026-08-17 00:00:00",""
"2477","LUNAI REAL ESTATE DEVELOPMENT L.L.C","2025-08-19 07:26:50","DUBAI ECONOMIC DEPARTMENT","","","","","","1541126","2025-08-15 00:00:00","2026-08-14 00:00:00",""
"2478","TAG PROPERTY DEVELOPMENT L.L.C","2025-08-20 11:24:00","DUBAI ECONOMIC DEPARTMENT","","","","","","1531599","2025-08-18 00:00:00","2026-08-17 00:00:00",""
"2479","SUNTECK MAS REAL ESTATE DEVELOPMENT L.L.C","2025-08-21 11:22:18","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1398854","2024-08-13 00:00:00","2026-08-12 00:00:00",""
"2480","KETURAH ARDH PROPERTY DEVELOPMENT L.L.C","2025-08-25 08:19:08","DUBAI ECONOMIC DEPARTMENT","","","","","","1532921","2025-08-22 00:00:00","2026-08-21 00:00:00",""
"2481","DELLA LUXURY DEVELOPER L.L.C","2025-08-25 09:33:34","DUBAI ECONOMIC DEPARTMENT","","","","","","1538491","2025-08-13 00:00:00","2026-08-12 00:00:00",""
"2482","LMD VENTURES BUYING AND SELLING OF REAL ESTATE L.L.C","2025-08-25 11:46:04","DUBAI ECONOMIC DEPARTMENT","","","","","","1511918","2025-06-02 00:00:00","2026-06-01 00:00:00",""
"2483","SAJ DEVELOPMENT L.L.C","2025-08-26 07:44:56","DUBAI ECONOMIC DEPARTMENT","","","","","","1543299","2025-08-25 00:00:00","2026-08-24 00:00:00",""
"2484","MILELE DEVELOPMENTS L.L.C","2025-08-26 10:34:21","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1541491","2025-08-21 00:00:00","2026-08-20 00:00:00",""
"2485","TANISHQ REAL ESTATE DEVELOPMENTS L.L.C","2025-08-26 13:40:43","DUBAI ECONOMIC DEPARTMENT","","","","","","1539969","2025-08-21 00:00:00","2026-08-20 00:00:00",""
"2486","LINCOLN PARK REAL ESTATE DEVELOPMENT L.L.C","2025-08-26 14:32:13","DUBAI ECONOMIC DEPARTMENT","","","","","","1542241","2025-08-20 00:00:00","2026-08-19 00:00:00",""
"2487","BOTTEGA NOVE BY LALAV REAL ESTATE DEVELOPMENT L.L.C","2025-08-27 06:50:07","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1543870","2025-08-26 00:00:00","2026-08-25 00:00:00",""
"2488","ESTRO REAL ESTATE DEVELOPMENT L.L.C","2025-08-27 06:53:55","DUBAI ECONOMIC DEPARTMENT","","","","","","1530609","2025-08-26 00:00:00","2026-08-25 00:00:00",""
"2489","NAKHEEL INTERNATIONAL REALTY (L.L.C)","2025-08-27 12:41:26","DUBAI ECONOMIC DEPARTMENT","PRIVATE COMPANY","","","971-4-3622000","971-4-3622091","576214","2005-12-24 00:00:00","2025-12-23 00:00:00",""
"2490","VERTIZONTL REAL ESTATE DEVELOPMENT L.L.C","2025-08-28 07:02:25","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1473531","2025-02-15 00:00:00","2026-02-14 00:00:00",""
"2491","CRYSTAL BAY AZURE DEVELOPMENT L.L.C","2025-08-29 07:23:04","DUBAI ECONOMIC DEPARTMENT","","","","","","1518434","2025-08-18 00:00:00","2026-08-17 00:00:00",""
"2492","CITY VIEW PRIME REAL ESTATE DEVELOPMENT L.L.C","2025-09-01 12:45:04","DUBAI ECONOMIC DEPARTMENT","","","","","","1546157","2025-09-01 00:00:00","2026-08-31 00:00:00",""
"2493","AZURE HORIZON REAL ESTATE DEVELOPMENTS L.L.C","2025-09-02 07:08:14","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1472021","2025-03-24 00:00:00","2026-03-23 00:00:00",""
"2494","AHS CITY DEVELOPMENT L.L.C S.O.C","2025-09-04 13:18:33","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1482432","2025-03-13 00:00:00","2026-03-12 00:00:00",""
"2495","IRTH URBAN FOUR DEVELOPMENT L.L.C","2025-09-09 06:58:02","DUBAI ECONOMIC DEPARTMENT","","","","","","1546615","2025-09-04 00:00:00","2026-09-03 00:00:00",""
"2496","ADAAN DEVELOPMENTS L.L.C","2025-09-09 13:34:45","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1546388","2025-09-01 00:00:00","2026-08-31 00:00:00",""
"2497","MEEM HOMES REAL ESTATE DEVELOPMENT L.L.C","2025-09-10 07:28:12","DUBAI ECONOMIC DEPARTMENT","","","","","","1549935","2025-09-09 00:00:00","2026-09-08 00:00:00",""
"2498","CENTURION JAIEDCO DEVELOPMENT L.L.C","2025-09-12 09:56:51","DUBAI ECONOMIC DEPARTMENT","","","","","","1544251","2025-09-11 00:00:00","2026-09-10 00:00:00",""
"2499","INTERCITI PROPERTIES L.L.C","2025-09-16 07:03:18","DUBAI ECONOMIC DEPARTMENT","","","","","","1549603","2025-09-12 00:00:00","2026-09-11 00:00:00",""
"2500","MUE 04 DEVELOPMENT L.L.C","2025-09-16 10:29:41","DUBAI ECONOMIC DEPARTMENT","","","","","","1552190","2025-09-15 00:00:00","2026-09-14 00:00:00",""
"2501","NUDRA REAL ESTATE L.L.C","2025-09-18 07:00:58","DUBAI ECONOMIC DEPARTMENT","","","","","","1549035","2025-09-17 00:00:00","2026-09-16 00:00:00",""
"2502","CRYSTAL PRIME REAL ESTATE DEVELOPMENT L.L.C","2025-09-18 11:00:52","DUBAI ECONOMIC DEPARTMENT","","","","","","1548620","2025-09-15 00:00:00","2026-09-14 00:00:00",""
"2503","ED RESIDENCES L.L.C","2025-09-18 11:30:13","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-04-5114700","971-04-5114994","1262911","2023-11-15 00:00:00","2026-11-14 00:00:00",""
"2504","HARBOUR MED L.L.C","2025-09-18 14:16:25","DUBAI ECONOMIC DEPARTMENT","","","","","","1537355","2025-08-20 00:00:00","2026-08-19 00:00:00",""
"2505","CHAKOR VENTURES REAL ESTATE DEVELOPMENT L.L.C","2025-09-18 14:41:55","DUBAI ECONOMIC DEPARTMENT","","","","","","1527286","2025-07-11 00:00:00","2026-07-10 00:00:00",""
"2506","NYATI HRIDAAN DEVELOPMENT L.L.C","2025-09-19 06:56:31","DUBAI ECONOMIC DEPARTMENT","","","","971-50-7780199","","1541889","2025-09-17 00:00:00","2026-09-16 00:00:00",""
"2507","FP GLOBAL REAL ESTATE L.L.C","2025-09-22 20:50:10","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-50-3820196","","752609","2016-02-17 00:00:00","2026-02-16 00:00:00",""
"2508","EIGHT SQUARE REAL ESTATE L.L.C","2025-09-24 11:41:12","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1290379","2024-01-16 00:00:00","2026-01-15 00:00:00",""
"2509","PRESTIGE SANCTUARY REAL ESTATE DEVELOPMENT L.L.C","2025-09-24 12:40:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1553486","2025-09-24 00:00:00","2026-09-23 00:00:00",""
"2510","ALRAWAA REAL ESTATE DEVELOPMENT L.L.C","2025-09-24 12:42:48","DUBAI ECONOMIC DEPARTMENT","","","","","","1517801","2025-09-17 00:00:00","2026-09-16 00:00:00",""
"2511","MIRFA HARMONY REAL ESTATE DEVELOPMENT L.L.C","2025-09-26 09:55:12","DUBAI ECONOMIC DEPARTMENT","","","","","","1551411","2025-09-25 00:00:00","2026-09-24 00:00:00",""
"2512","SEGREX PROJECT SEVEN REAL ESTATE DEVELOPMENT L.L.C","2025-09-30 07:18:42","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","971-4-4570341","","1509281","2025-05-27 00:00:00","2026-05-26 00:00:00",""
"2513","M M A REAL ESTATE DEVELOPMENT L.L.C","2025-09-30 10:57:24","DUBAI ECONOMIC DEPARTMENT","","","","","","1555619","2025-09-26 00:00:00","2026-09-25 00:00:00",""
"2514","GEO VISTA HOMES REAL ESTATE DEVELOPMENT L.L.C","2025-10-01 12:18:37","DUBAI ECONOMIC DEPARTMENT","","","","","","1499774","2025-05-13 00:00:00","2026-05-12 00:00:00",""
"2515","HAUSEN REAL ESTATE DEVELOPMENTS L.L.C S.O.C","2025-10-01 14:16:57","DUBAI ECONOMIC DEPARTMENT","","","","","","1557066","2025-10-01 00:00:00","2026-09-30 00:00:00",""
"2516","ARISTA ONE REAL ESTATE DEVELOPMENT L.L.C","2025-10-03 11:27:31","DUBAI ECONOMIC DEPARTMENT","","","","","","1545077","2025-10-02 00:00:00","2026-10-01 00:00:00",""
"2517","SANDEEP KAUSHAL REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-10-06 10:48:36","DUBAI ECONOMIC DEPARTMENT","","","","","","1558457","2025-10-03 00:00:00","2026-10-02 00:00:00",""
"2518","One Central Development FZE","2025-10-06 11:29:26","","","","","","","L-4252","2025-10-03 00:00:00","2026-10-02 00:00:00",""
"2519","CRYSTAL BAY ATIRA DEVELOPMENT L.L.C","2025-10-07 06:55:50","DUBAI ECONOMIC DEPARTMENT","","","","","","1518437","2025-10-04 00:00:00","2026-10-03 00:00:00",""
"2520","REDIX ONE REAL ESTATE L.L.C","2025-10-07 12:58:12","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","044081000","","1468630","2025-02-11 00:00:00","2026-02-10 00:00:00",""
"2521","SAKEENAH REAL ESTATE DEVELOPMENTS L.L.C","2025-10-08 09:31:20","DUBAI ECONOMIC DEPARTMENT","","","","","","1555702","2025-10-06 00:00:00","2026-10-05 00:00:00",""
"2522","EAGLE HOMES REAL ESTATE DEVELOPMENT L.L.C","2025-10-08 10:37:22","DUBAI ECONOMIC DEPARTMENT","","","","","","1039932","2022-03-04 00:00:00","2026-03-03 00:00:00",""
"2523","LIV ISLAND REAL ESTATE DEVELOPMENT L.L.C","2025-10-09 10:29:36","DUBAI ECONOMIC DEPARTMENT","PROFESSIONAL","","","","","1558450","2025-10-07 00:00:00","2026-10-06 00:00:00",""
"2524","SERAVILLA REAL ESTATE DEVELOPMENT L.L.C","2025-10-09 12:33:06","DUBAI ECONOMIC DEPARTMENT","","","","0565114944","","1557660","2025-10-02 00:00:00","2026-10-01 00:00:00",""
"2525","KASUMIGASEKI PROPERTIES DEVELOPMENT L.L.C","2025-10-09 12:38:54","DUBAI ECONOMIC DEPARTMENT","","","","","","1554972","2025-10-07 00:00:00","2026-10-06 00:00:00",""
"2526","PRIME ESTATES PREMIUM DEVELOPMENT L.L.C","2025-10-10 06:57:07","DUBAI ECONOMIC DEPARTMENT","","","","","","1559921","2025-10-09 00:00:00","2026-10-08 00:00:00",""
"2527","SKY HARBOR REAL ESTATE DEVELOPMENT L.L.C S.O.C","2025-10-12 09:31:15","DUBAI ECONOMIC DEPARTMENT","","","","0400000000","040000000","1535288","2025-10-10 00:00:00","2026-10-09 00:00:00",""
